Idx_Sample,(W/C) [Water/Cement ratio]	,[CEM]Cement content	,[F/C] Factor Fine/Coarse (*),Fine Rec Agg % (**)	,Coarse Rec Agg % (***),RAg.T [Recycled Aggregates Types] (****)
4763,45-0,280,1,70,20,0
4764,45-0,280,1,70,20,1
4765,45-0,280,1,70,30,0
4766,45-0,280,1,70,30,1
4767,45-0,280,1,70,50,0
4768,45-0,280,1,70,50,1
4769,45-0,280,1,70,70,0
4770,45-0,280,1,70,70,1
4771,45-0,280,1,70,80,0
4772,45-0,280,1,70,80,1
4773,45-0,280,1,70,100,0
4774,45-0,280,1,70,100,1
4775,45-0,280,1,80,0,0
4776,45-0,280,1,80,0,1
4777,45-0,280,1,80,20,0
4778,45-0,280,1,80,20,1
4779,45-0,280,1,80,30,0
4780,45-0,280,1,80,30,1
4781,45-0,280,1,80,50,0
4782,45-0,280,1,80,50,1
4783,45-0,280,1,80,70,0
4784,45-0,280,1,80,70,1
4785,45-0,280,1,80,80,0
4786,45-0,280,1,80,80,1
4787,45-0,280,1,80,100,0
4788,45-0,280,1,80,100,1
4789,45-0,280,1,100,0,0
4790,45-0,280,1,100,0,1
4791,45-0,280,1,100,20,0
4792,45-0,280,1,100,20,1
4793,45-0,280,1,100,30,0
4794,45-0,280,1,100,30,1
4795,45-0,280,1,100,50,0
4796,45-0,280,1,100,50,1
4797,45-0,280,1,100,70,0
4798,45-0,280,1,100,70,1
4799,45-0,280,1,100,80,0
4800,45-0,280,1,100,80,1
4801,45-0,280,1,100,100,0
4802,45-0,280,1,100,100,1
4803,45-0,280,5,0,0,0
4804,45-0,280,5,0,0,1
4805,45-0,280,5,0,20,0
4806,45-0,280,5,0,20,1
4807,45-0,280,5,0,30,0
4808,45-0,280,5,0,30,1
4809,45-0,280,5,0,50,0
4810,45-0,280,5,0,50,1
4811,45-0,280,5,0,70,0
4812,45-0,280,5,0,70,1
4813,45-0,280,5,0,80,0
4814,45-0,280,5,0,80,1
4815,45-0,280,5,0,100,0
4816,45-0,280,5,0,100,1
4817,45-0,280,5,20,0,0
4818,45-0,280,5,20,0,1
4819,45-0,280,5,20,20,0
4820,45-0,280,5,20,20,1
4821,45-0,280,5,20,30,0
4822,45-0,280,5,20,30,1
4823,45-0,280,5,20,50,0
4824,45-0,280,5,20,50,1
4825,45-0,280,5,20,70,0
4826,45-0,280,5,20,70,1
4827,45-0,280,5,20,80,0
4828,45-0,280,5,20,80,1
4829,45-0,280,5,20,100,0
4830,45-0,280,5,20,100,1
4831,45-0,280,5,30,0,0
4832,45-0,280,5,30,0,1
4833,45-0,280,5,30,20,0
4834,45-0,280,5,30,20,1
4835,45-0,280,5,30,30,0
4836,45-0,280,5,30,30,1
4837,45-0,280,5,30,50,0
4838,45-0,280,5,30,50,1
4839,45-0,280,5,30,70,0
4840,45-0,280,5,30,70,1
4841,45-0,280,5,30,80,0
4842,45-0,280,5,30,80,1
4843,45-0,280,5,30,100,0
4844,45-0,280,5,30,100,1
4845,45-0,280,5,50,0,0
4846,45-0,280,5,50,0,1
4847,45-0,280,5,50,20,0
4848,45-0,280,5,50,20,1
4849,45-0,280,5,50,30,0
4850,45-0,280,5,50,30,1
4851,45-0,280,5,50,50,0
4852,45-0,280,5,50,50,1
4853,45-0,280,5,50,70,0
4854,45-0,280,5,50,70,1
4855,45-0,280,5,50,80,0
4856,45-0,280,5,50,80,1
4857,45-0,280,5,50,100,0
4858,45-0,280,5,50,100,1
4859,45-0,280,5,70,0,0
4860,45-0,280,5,70,0,1
4861,45-0,280,5,70,20,0
4862,45-0,280,5,70,20,1
4863,45-0,280,5,70,30,0
4864,45-0,280,5,70,30,1
4865,45-0,280,5,70,50,0
4866,45-0,280,5,70,50,1
4867,45-0,280,5,70,70,0
4868,45-0,280,5,70,70,1
4869,45-0,280,5,70,80,0
4870,45-0,280,5,70,80,1
4871,45-0,280,5,70,100,0
4872,45-0,280,5,70,100,1
4873,45-0,280,5,80,0,0
4874,45-0,280,5,80,0,1
4875,45-0,280,5,80,20,0
4876,45-0,280,5,80,20,1
4877,45-0,280,5,80,30,0
4878,45-0,280,5,80,30,1
4879,45-0,280,5,80,50,0
4880,45-0,280,5,80,50,1
4881,45-0,280,5,80,70,0
4882,45-0,280,5,80,70,1
4883,45-0,280,5,80,80,0
4884,45-0,280,5,80,80,1
4885,45-0,280,5,80,100,0
4886,45-0,280,5,80,100,1
4887,45-0,280,5,100,0,0
4888,45-0,280,5,100,0,1
4889,45-0,280,5,100,20,0
4890,45-0,280,5,100,20,1
4891,45-0,280,5,100,30,0
4892,45-0,280,5,100,30,1
4893,45-0,280,5,100,50,0
4894,45-0,280,5,100,50,1
4895,45-0,280,5,100,70,0
4896,45-0,280,5,100,70,1
4897,45-0,280,5,100,80,0
4898,45-0,280,5,100,80,1
4899,45-0,280,5,100,100,0
4900,45-0,280,5,100,100,1
4901,45-0,300,0,0,0,0
4902,45-0,300,0,0,0,1
4903,45-0,300,0,0,20,0
4904,45-0,300,0,0,20,1
4905,45-0,300,0,0,30,0
4906,45-0,300,0,0,30,1
4907,45-0,300,0,0,50,0
4908,45-0,300,0,0,50,1
4909,45-0,300,0,0,70,0
4910,45-0,300,0,0,70,1
4911,45-0,300,0,0,80,0
4912,45-0,300,0,0,80,1
4913,45-0,300,0,0,100,0
4914,45-0,300,0,0,100,1
4915,45-0,300,0,20,0,0
4916,45-0,300,0,20,0,1
4917,45-0,300,0,20,20,0
4918,45-0,300,0,20,20,1
4919,45-0,300,0,20,30,0
4920,45-0,300,0,20,30,1
4921,45-0,300,0,20,50,0
4922,45-0,300,0,20,50,1
4923,45-0,300,0,20,70,0
4924,45-0,300,0,20,70,1
4925,45-0,300,0,20,80,0
4926,45-0,300,0,20,80,1
4927,45-0,300,0,20,100,0
4928,45-0,300,0,20,100,1
4929,45-0,300,0,30,0,0
4930,45-0,300,0,30,0,1
4931,45-0,300,0,30,20,0
4932,45-0,300,0,30,20,1
4933,45-0,300,0,30,30,0
4934,45-0,300,0,30,30,1
4935,45-0,300,0,30,50,0
4936,45-0,300,0,30,50,1
4937,45-0,300,0,30,70,0
4938,45-0,300,0,30,70,1
4939,45-0,300,0,30,80,0
4940,45-0,300,0,30,80,1
4941,45-0,300,0,30,100,0
4942,45-0,300,0,30,100,1
4943,45-0,300,0,50,0,0
4944,45-0,300,0,50,0,1
4945,45-0,300,0,50,20,0
4946,45-0,300,0,50,20,1
4947,45-0,300,0,50,30,0
4948,45-0,300,0,50,30,1
4949,45-0,300,0,50,50,0
4950,45-0,300,0,50,50,1
4951,45-0,300,0,50,70,0
4952,45-0,300,0,50,70,1
4953,45-0,300,0,50,80,0
4954,45-0,300,0,50,80,1
4955,45-0,300,0,50,100,0
4956,45-0,300,0,50,100,1
4957,45-0,300,0,70,0,0
4958,45-0,300,0,70,0,1
4959,45-0,300,0,70,20,0
4960,45-0,300,0,70,20,1
4961,45-0,300,0,70,30,0
4962,45-0,300,0,70,30,1
4963,45-0,300,0,70,50,0
4964,45-0,300,0,70,50,1
4965,45-0,300,0,70,70,0
4966,45-0,300,0,70,70,1
4967,45-0,300,0,70,80,0
4968,45-0,300,0,70,80,1
4969,45-0,300,0,70,100,0
4970,45-0,300,0,70,100,1
4971,45-0,300,0,80,0,0
4972,45-0,300,0,80,0,1
4973,45-0,300,0,80,20,0
4974,45-0,300,0,80,20,1
4975,45-0,300,0,80,30,0
4976,45-0,300,0,80,30,1
4977,45-0,300,0,80,50,0
4978,45-0,300,0,80,50,1
4979,45-0,300,0,80,70,0
4980,45-0,300,0,80,70,1
4981,45-0,300,0,80,80,0
4982,45-0,300,0,80,80,1
4983,45-0,300,0,80,100,0
4984,45-0,300,0,80,100,1
4985,45-0,300,0,100,0,0
4986,45-0,300,0,100,0,1
4987,45-0,300,0,100,20,0
4988,45-0,300,0,100,20,1
4989,45-0,300,0,100,30,0
4990,45-0,300,0,100,30,1
4991,45-0,300,0,100,50,0
4992,45-0,300,0,100,50,1
4993,45-0,300,0,100,70,0
4994,45-0,300,0,100,70,1
4995,45-0,300,0,100,80,0
4996,45-0,300,0,100,80,1
4997,45-0,300,0,100,100,0
4998,45-0,300,0,100,100,1
4999,45-0,300,75,0,0,0
5000,45-0,300,75,0,0,1
5001,45-0,300,75,0,20,0
5002,45-0,300,75,0,20,1
5003,45-0,300,75,0,30,0
5004,45-0,300,75,0,30,1
5005,45-0,300,75,0,50,0
5006,45-0,300,75,0,50,1
5007,45-0,300,75,0,70,0
5008,45-0,300,75,0,70,1
5009,45-0,300,75,0,80,0
5010,45-0,300,75,0,80,1
5011,45-0,300,75,0,100,0
5012,45-0,300,75,0,100,1
5013,45-0,300,75,20,0,0
5014,45-0,300,75,20,0,1
5015,45-0,300,75,20,20,0
5016,45-0,300,75,20,20,1
5017,45-0,300,75,20,30,0
5018,45-0,300,75,20,30,1
5019,45-0,300,75,20,50,0
5020,45-0,300,75,20,50,1
5021,45-0,300,75,20,70,0
5022,45-0,300,75,20,70,1
5023,45-0,300,75,20,80,0
5024,45-0,300,75,20,80,1
5025,45-0,300,75,20,100,0
5026,45-0,300,75,20,100,1
5027,45-0,300,75,30,0,0
5028,45-0,300,75,30,0,1
5029,45-0,300,75,30,20,0
5030,45-0,300,75,30,20,1
5031,45-0,300,75,30,30,0
5032,45-0,300,75,30,30,1
5033,45-0,300,75,30,50,0
5034,45-0,300,75,30,50,1
5035,45-0,300,75,30,70,0
5036,45-0,300,75,30,70,1
5037,45-0,300,75,30,80,0
5038,45-0,300,75,30,80,1
5039,45-0,300,75,30,100,0
5040,45-0,300,75,30,100,1
5041,45-0,300,75,50,0,0
5042,45-0,300,75,50,0,1
5043,45-0,300,75,50,20,0
5044,45-0,300,75,50,20,1
5045,45-0,300,75,50,30,0
5046,45-0,300,75,50,30,1
5047,45-0,300,75,50,50,0
5048,45-0,300,75,50,50,1
5049,45-0,300,75,50,70,0
5050,45-0,300,75,50,70,1
5051,45-0,300,75,50,80,0
5052,45-0,300,75,50,80,1
5053,45-0,300,75,50,100,0
5054,45-0,300,75,50,100,1
5055,45-0,300,75,70,0,0
5056,45-0,300,75,70,0,1
5057,45-0,300,75,70,20,0
5058,45-0,300,75,70,20,1
5059,45-0,300,75,70,30,0
5060,45-0,300,75,70,30,1
5061,45-0,300,75,70,50,0
5062,45-0,300,75,70,50,1
5063,45-0,300,75,70,70,0
5064,45-0,300,75,70,70,1
5065,45-0,300,75,70,80,0
5066,45-0,300,75,70,80,1
5067,45-0,300,75,70,100,0
5068,45-0,300,75,70,100,1
5069,45-0,300,75,80,0,0
5070,45-0,300,75,80,0,1
5071,45-0,300,75,80,20,0
5072,45-0,300,75,80,20,1
5073,45-0,300,75,80,30,0
5074,45-0,300,75,80,30,1
5075,45-0,300,75,80,50,0
5076,45-0,300,75,80,50,1
5077,45-0,300,75,80,70,0
5078,45-0,300,75,80,70,1
5079,45-0,300,75,80,80,0
5080,45-0,300,75,80,80,1
5081,45-0,300,75,80,100,0
5082,45-0,300,75,80,100,1
5083,45-0,300,75,100,0,0
5084,45-0,300,75,100,0,1
5085,45-0,300,75,100,20,0
5086,45-0,300,75,100,20,1
5087,45-0,300,75,100,30,0
5088,45-0,300,75,100,30,1
5089,45-0,300,75,100,50,0
5090,45-0,300,75,100,50,1
5091,45-0,300,75,100,70,0
5092,45-0,300,75,100,70,1
5093,45-0,300,75,100,80,0
5094,45-0,300,75,100,80,1
5095,45-0,300,75,100,100,0
5096,45-0,300,75,100,100,1
5097,45-0,300,1,0,0,0
5098,45-0,300,1,0,0,1
5099,45-0,300,1,0,20,0
5100,45-0,300,1,0,20,1
5101,45-0,300,1,0,30,0
5102,45-0,300,1,0,30,1
5103,45-0,300,1,0,50,0
5104,45-0,300,1,0,50,1
5105,45-0,300,1,0,70,0
5106,45-0,300,1,0,70,1
5107,45-0,300,1,0,80,0
5108,45-0,300,1,0,80,1
5109,45-0,300,1,0,100,0
5110,45-0,300,1,0,100,1
5111,45-0,300,1,20,0,0
5112,45-0,300,1,20,0,1
5113,45-0,300,1,20,20,0
5114,45-0,300,1,20,20,1
5115,45-0,300,1,20,30,0
5116,45-0,300,1,20,30,1
5117,45-0,300,1,20,50,0
5118,45-0,300,1,20,50,1
5119,45-0,300,1,20,70,0
5120,45-0,300,1,20,70,1
5121,45-0,300,1,20,80,0
5122,45-0,300,1,20,80,1
5123,45-0,300,1,20,100,0
5124,45-0,300,1,20,100,1
5125,45-0,300,1,30,0,0
5126,45-0,300,1,30,0,1
5127,45-0,300,1,30,20,0
5128,45-0,300,1,30,20,1
5129,45-0,300,1,30,30,0
5130,45-0,300,1,30,30,1
5131,45-0,300,1,30,50,0
5132,45-0,300,1,30,50,1
5133,45-0,300,1,30,70,0
5134,45-0,300,1,30,70,1
5135,45-0,300,1,30,80,0
5136,45-0,300,1,30,80,1
5137,45-0,300,1,30,100,0
5138,45-0,300,1,30,100,1
5139,45-0,300,1,50,0,0
5140,45-0,300,1,50,0,1
5141,45-0,300,1,50,20,0
5142,45-0,300,1,50,20,1
5143,45-0,300,1,50,30,0
5144,45-0,300,1,50,30,1
5145,45-0,300,1,50,50,0
5146,45-0,300,1,50,50,1
5147,45-0,300,1,50,70,0
5148,45-0,300,1,50,70,1
5149,45-0,300,1,50,80,0
5150,45-0,300,1,50,80,1
5151,45-0,300,1,50,100,0
5152,45-0,300,1,50,100,1
5153,45-0,300,1,70,0,0
5154,45-0,300,1,70,0,1
5155,45-0,300,1,70,20,0
5156,45-0,300,1,70,20,1
5157,45-0,300,1,70,30,0
5158,45-0,300,1,70,30,1
5159,45-0,300,1,70,50,0
5160,45-0,300,1,70,50,1
5161,45-0,300,1,70,70,0
5162,45-0,300,1,70,70,1
5163,45-0,300,1,70,80,0
5164,45-0,300,1,70,80,1
5165,45-0,300,1,70,100,0
5166,45-0,300,1,70,100,1
5167,45-0,300,1,80,0,0
5168,45-0,300,1,80,0,1
5169,45-0,300,1,80,20,0
5170,45-0,300,1,80,20,1
5171,45-0,300,1,80,30,0
5172,45-0,300,1,80,30,1
5173,45-0,300,1,80,50,0
5174,45-0,300,1,80,50,1
5175,45-0,300,1,80,70,0
5176,45-0,300,1,80,70,1
5177,45-0,300,1,80,80,0
5178,45-0,300,1,80,80,1
5179,45-0,300,1,80,100,0
5180,45-0,300,1,80,100,1
5181,45-0,300,1,100,0,0
5182,45-0,300,1,100,0,1
5183,45-0,300,1,100,20,0
5184,45-0,300,1,100,20,1
5185,45-0,300,1,100,30,0
5186,45-0,300,1,100,30,1
5187,45-0,300,1,100,50,0
5188,45-0,300,1,100,50,1
5189,45-0,300,1,100,70,0
5190,45-0,300,1,100,70,1
5191,45-0,300,1,100,80,0
5192,45-0,300,1,100,80,1
5193,45-0,300,1,100,100,0
5194,45-0,300,1,100,100,1
5195,45-0,300,1,0,0,0
5196,45-0,300,1,0,0,1
5197,45-0,300,1,0,20,0
5198,45-0,300,1,0,20,1
5199,45-0,300,1,0,30,0
5200,45-0,300,1,0,30,1
5201,45-0,300,1,0,50,0
5202,45-0,300,1,0,50,1
5203,45-0,300,1,0,70,0
5204,45-0,300,1,0,70,1
5205,45-0,300,1,0,80,0
5206,45-0,300,1,0,80,1
5207,45-0,300,1,0,100,0
5208,45-0,300,1,0,100,1
5209,45-0,300,1,20,0,0
5210,45-0,300,1,20,0,1
5211,45-0,300,1,20,20,0
5212,45-0,300,1,20,20,1
5213,45-0,300,1,20,30,0
5214,45-0,300,1,20,30,1
5215,45-0,300,1,20,50,0
5216,45-0,300,1,20,50,1
5217,45-0,300,1,20,70,0
5218,45-0,300,1,20,70,1
5219,45-0,300,1,20,80,0
5220,45-0,300,1,20,80,1
5221,45-0,300,1,20,100,0
5222,45-0,300,1,20,100,1
5223,45-0,300,1,30,0,0
5224,45-0,300,1,30,0,1
5225,45-0,300,1,30,20,0
5226,45-0,300,1,30,20,1
5227,45-0,300,1,30,30,0
5228,45-0,300,1,30,30,1
5229,45-0,300,1,30,50,0
5230,45-0,300,1,30,50,1
5231,45-0,300,1,30,70,0
5232,45-0,300,1,30,70,1
5233,45-0,300,1,30,80,0
5234,45-0,300,1,30,80,1
5235,45-0,300,1,30,100,0
5236,45-0,300,1,30,100,1
5237,45-0,300,1,50,0,0
5238,45-0,300,1,50,0,1
5239,45-0,300,1,50,20,0
5240,45-0,300,1,50,20,1
5241,45-0,300,1,50,30,0
5242,45-0,300,1,50,30,1
5243,45-0,300,1,50,50,0
5244,45-0,300,1,50,50,1
5245,45-0,300,1,50,70,0
5246,45-0,300,1,50,70,1
5247,45-0,300,1,50,80,0
5248,45-0,300,1,50,80,1
5249,45-0,300,1,50,100,0
5250,45-0,300,1,50,100,1
5251,45-0,300,1,70,0,0
5252,45-0,300,1,70,0,1
5253,45-0,300,1,70,20,0
5254,45-0,300,1,70,20,1
5255,45-0,300,1,70,30,0
5256,45-0,300,1,70,30,1
5257,45-0,300,1,70,50,0
5258,45-0,300,1,70,50,1
5259,45-0,300,1,70,70,0
5260,45-0,300,1,70,70,1
5261,45-0,300,1,70,80,0
5262,45-0,300,1,70,80,1
5263,45-0,300,1,70,100,0
5264,45-0,300,1,70,100,1
5265,45-0,300,1,80,0,0
5266,45-0,300,1,80,0,1
5267,45-0,300,1,80,20,0
5268,45-0,300,1,80,20,1
5269,45-0,300,1,80,30,0
5270,45-0,300,1,80,30,1
5271,45-0,300,1,80,50,0
5272,45-0,300,1,80,50,1
5273,45-0,300,1,80,70,0
5274,45-0,300,1,80,70,1
5275,45-0,300,1,80,80,0
5276,45-0,300,1,80,80,1
5277,45-0,300,1,80,100,0
5278,45-0,300,1,80,100,1
5279,45-0,300,1,100,0,0
5280,45-0,300,1,100,0,1
5281,45-0,300,1,100,20,0
5282,45-0,300,1,100,20,1
5283,45-0,300,1,100,30,0
5284,45-0,300,1,100,30,1
5285,45-0,300,1,100,50,0
5286,45-0,300,1,100,50,1
5287,45-0,300,1,100,70,0
5288,45-0,300,1,100,70,1
5289,45-0,300,1,100,80,0
5290,45-0,300,1,100,80,1
5291,45-0,300,1,100,100,0
5292,45-0,300,1,100,100,1
5293,45-0,300,5,0,0,0
5294,45-0,300,5,0,0,1
5295,45-0,300,5,0,20,0
5296,45-0,300,5,0,20,1
5297,45-0,300,5,0,30,0
5298,45-0,300,5,0,30,1
5299,45-0,300,5,0,50,0
5300,45-0,300,5,0,50,1
5301,45-0,300,5,0,70,0
5302,45-0,300,5,0,70,1
5303,45-0,300,5,0,80,0
5304,45-0,300,5,0,80,1
5305,45-0,300,5,0,100,0
5306,45-0,300,5,0,100,1
5307,45-0,300,5,20,0,0
5308,45-0,300,5,20,0,1
5309,45-0,300,5,20,20,0
5310,45-0,300,5,20,20,1
5311,45-0,300,5,20,30,0
5312,45-0,300,5,20,30,1
5313,45-0,300,5,20,50,0
5314,45-0,300,5,20,50,1
5315,45-0,300,5,20,70,0
5316,45-0,300,5,20,70,1
5317,45-0,300,5,20,80,0
5318,45-0,300,5,20,80,1
5319,45-0,300,5,20,100,0
5320,45-0,300,5,20,100,1
5321,45-0,300,5,30,0,0
5322,45-0,300,5,30,0,1
5323,45-0,300,5,30,20,0
5324,45-0,300,5,30,20,1
5325,45-0,300,5,30,30,0
5326,45-0,300,5,30,30,1
5327,45-0,300,5,30,50,0
5328,45-0,300,5,30,50,1
5329,45-0,300,5,30,70,0
5330,45-0,300,5,30,70,1
5331,45-0,300,5,30,80,0
5332,45-0,300,5,30,80,1
5333,45-0,300,5,30,100,0
5334,45-0,300,5,30,100,1
5335,45-0,300,5,50,0,0
5336,45-0,300,5,50,0,1
5337,45-0,300,5,50,20,0
5338,45-0,300,5,50,20,1
5339,45-0,300,5,50,30,0
5340,45-0,300,5,50,30,1
5341,45-0,300,5,50,50,0
5342,45-0,300,5,50,50,1
5343,45-0,300,5,50,70,0
5344,45-0,300,5,50,70,1
5345,45-0,300,5,50,80,0
5346,45-0,300,5,50,80,1
5347,45-0,300,5,50,100,0
5348,45-0,300,5,50,100,1
5349,45-0,300,5,70,0,0
5350,45-0,300,5,70,0,1
5351,45-0,300,5,70,20,0
5352,45-0,300,5,70,20,1
5353,45-0,300,5,70,30,0
5354,45-0,300,5,70,30,1
5355,45-0,300,5,70,50,0
5356,45-0,300,5,70,50,1
5357,45-0,300,5,70,70,0
5358,45-0,300,5,70,70,1
5359,45-0,300,5,70,80,0
5360,45-0,300,5,70,80,1
5361,45-0,300,5,70,100,0
5362,45-0,300,5,70,100,1
5363,45-0,300,5,80,0,0
5364,45-0,300,5,80,0,1
5365,45-0,300,5,80,20,0
5366,45-0,300,5,80,20,1
5367,45-0,300,5,80,30,0
5368,45-0,300,5,80,30,1
5369,45-0,300,5,80,50,0
5370,45-0,300,5,80,50,1
5371,45-0,300,5,80,70,0
5372,45-0,300,5,80,70,1
5373,45-0,300,5,80,80,0
5374,45-0,300,5,80,80,1
5375,45-0,300,5,80,100,0
5376,45-0,300,5,80,100,1
5377,45-0,300,5,100,0,0
5378,45-0,300,5,100,0,1
5379,45-0,300,5,100,20,0
5380,45-0,300,5,100,20,1
5381,45-0,300,5,100,30,0
5382,45-0,300,5,100,30,1
5383,45-0,300,5,100,50,0
5384,45-0,300,5,100,50,1
5385,45-0,300,5,100,70,0
5386,45-0,300,5,100,70,1
5387,45-0,300,5,100,80,0
5388,45-0,300,5,100,80,1
5389,45-0,300,5,100,100,0
5390,45-0,300,5,100,100,1
5391,45-0,320,0,0,0,0
5392,45-0,320,0,0,0,1
5393,45-0,320,0,0,20,0
5394,45-0,320,0,0,20,1
5395,45-0,320,0,0,30,0
5396,45-0,320,0,0,30,1
5397,45-0,320,0,0,50,0
5398,45-0,320,0,0,50,1
5399,45-0,320,0,0,70,0
5400,45-0,320,0,0,70,1
5401,45-0,320,0,0,80,0
5402,45-0,320,0,0,80,1
5403,45-0,320,0,0,100,0
5404,45-0,320,0,0,100,1
5405,45-0,320,0,20,0,0
5406,45-0,320,0,20,0,1
5407,45-0,320,0,20,20,0
5408,45-0,320,0,20,20,1
5409,45-0,320,0,20,30,0
5410,45-0,320,0,20,30,1
5411,45-0,320,0,20,50,0
5412,45-0,320,0,20,50,1
5413,45-0,320,0,20,70,0
5414,45-0,320,0,20,70,1
5415,45-0,320,0,20,80,0
5416,45-0,320,0,20,80,1
5417,45-0,320,0,20,100,0
5418,45-0,320,0,20,100,1
5419,45-0,320,0,30,0,0
5420,45-0,320,0,30,0,1
5421,45-0,320,0,30,20,0
5422,45-0,320,0,30,20,1
5423,45-0,320,0,30,30,0
5424,45-0,320,0,30,30,1
5425,45-0,320,0,30,50,0
5426,45-0,320,0,30,50,1
5427,45-0,320,0,30,70,0
5428,45-0,320,0,30,70,1
5429,45-0,320,0,30,80,0
5430,45-0,320,0,30,80,1
5431,45-0,320,0,30,100,0
5432,45-0,320,0,30,100,1
5433,45-0,320,0,50,0,0
5434,45-0,320,0,50,0,1
5435,45-0,320,0,50,20,0
5436,45-0,320,0,50,20,1
5437,45-0,320,0,50,30,0
5438,45-0,320,0,50,30,1
5439,45-0,320,0,50,50,0
5440,45-0,320,0,50,50,1
5441,45-0,320,0,50,70,0
5442,45-0,320,0,50,70,1
5443,45-0,320,0,50,80,0
5444,45-0,320,0,50,80,1
5445,45-0,320,0,50,100,0
5446,45-0,320,0,50,100,1
5447,45-0,320,0,70,0,0
5448,45-0,320,0,70,0,1
5449,45-0,320,0,70,20,0
5450,45-0,320,0,70,20,1
5451,45-0,320,0,70,30,0
5452,45-0,320,0,70,30,1
5453,45-0,320,0,70,50,0
5454,45-0,320,0,70,50,1
5455,45-0,320,0,70,70,0
5456,45-0,320,0,70,70,1
5457,45-0,320,0,70,80,0
5458,45-0,320,0,70,80,1
5459,45-0,320,0,70,100,0
5460,45-0,320,0,70,100,1
5461,45-0,320,0,80,0,0
5462,45-0,320,0,80,0,1
5463,45-0,320,0,80,20,0
5464,45-0,320,0,80,20,1
5465,45-0,320,0,80,30,0
5466,45-0,320,0,80,30,1
5467,45-0,320,0,80,50,0
5468,45-0,320,0,80,50,1
5469,45-0,320,0,80,70,0
5470,45-0,320,0,80,70,1
5471,45-0,320,0,80,80,0
5472,45-0,320,0,80,80,1
5473,45-0,320,0,80,100,0
5474,45-0,320,0,80,100,1
5475,45-0,320,0,100,0,0
5476,45-0,320,0,100,0,1
5477,45-0,320,0,100,20,0
5478,45-0,320,0,100,20,1
5479,45-0,320,0,100,30,0
5480,45-0,320,0,100,30,1
5481,45-0,320,0,100,50,0
5482,45-0,320,0,100,50,1
5483,45-0,320,0,100,70,0
5484,45-0,320,0,100,70,1
5485,45-0,320,0,100,80,0
5486,45-0,320,0,100,80,1
5487,45-0,320,0,100,100,0
5488,45-0,320,0,100,100,1
5489,45-0,320,75,0,0,0
5490,45-0,320,75,0,0,1
5491,45-0,320,75,0,20,0
5492,45-0,320,75,0,20,1
5493,45-0,320,75,0,30,0
5494,45-0,320,75,0,30,1
5495,45-0,320,75,0,50,0
5496,45-0,320,75,0,50,1
5497,45-0,320,75,0,70,0
5498,45-0,320,75,0,70,1
5499,45-0,320,75,0,80,0
5500,45-0,320,75,0,80,1
5501,45-0,320,75,0,100,0
5502,45-0,320,75,0,100,1
5503,45-0,320,75,20,0,0
5504,45-0,320,75,20,0,1
5505,45-0,320,75,20,20,0
5506,45-0,320,75,20,20,1
5507,45-0,320,75,20,30,0
5508,45-0,320,75,20,30,1
5509,45-0,320,75,20,50,0
5510,45-0,320,75,20,50,1
5511,45-0,320,75,20,70,0
5512,45-0,320,75,20,70,1
5513,45-0,320,75,20,80,0
5514,45-0,320,75,20,80,1
5515,45-0,320,75,20,100,0
5516,45-0,320,75,20,100,1
5517,45-0,320,75,30,0,0
5518,45-0,320,75,30,0,1
5519,45-0,320,75,30,20,0
5520,45-0,320,75,30,20,1
5521,45-0,320,75,30,30,0
5522,45-0,320,75,30,30,1
5523,45-0,320,75,30,50,0
5524,45-0,320,75,30,50,1
5525,45-0,320,75,30,70,0
5526,45-0,320,75,30,70,1
5527,45-0,320,75,30,80,0
5528,45-0,320,75,30,80,1
5529,45-0,320,75,30,100,0
5530,45-0,320,75,30,100,1
5531,45-0,320,75,50,0,0
5532,45-0,320,75,50,0,1
5533,45-0,320,75,50,20,0
5534,45-0,320,75,50,20,1
5535,45-0,320,75,50,30,0
5536,45-0,320,75,50,30,1
5537,45-0,320,75,50,50,0
5538,45-0,320,75,50,50,1
5539,45-0,320,75,50,70,0
5540,45-0,320,75,50,70,1
5541,45-0,320,75,50,80,0
5542,45-0,320,75,50,80,1
5543,45-0,320,75,50,100,0
5544,45-0,320,75,50,100,1
5545,45-0,320,75,70,0,0
5546,45-0,320,75,70,0,1
5547,45-0,320,75,70,20,0
5548,45-0,320,75,70,20,1
5549,45-0,320,75,70,30,0
5550,45-0,320,75,70,30,1
5551,45-0,320,75,70,50,0
5552,45-0,320,75,70,50,1
5553,45-0,320,75,70,70,0
5554,45-0,320,75,70,70,1
5555,45-0,320,75,70,80,0
5556,45-0,320,75,70,80,1
5557,45-0,320,75,70,100,0
5558,45-0,320,75,70,100,1
5559,45-0,320,75,80,0,0
5560,45-0,320,75,80,0,1
5561,45-0,320,75,80,20,0
5562,45-0,320,75,80,20,1
5563,45-0,320,75,80,30,0
5564,45-0,320,75,80,30,1
5565,45-0,320,75,80,50,0
5566,45-0,320,75,80,50,1
5567,45-0,320,75,80,70,0
5568,45-0,320,75,80,70,1
5569,45-0,320,75,80,80,0
5570,45-0,320,75,80,80,1
5571,45-0,320,75,80,100,0
5572,45-0,320,75,80,100,1
5573,45-0,320,75,100,0,0
5574,45-0,320,75,100,0,1
5575,45-0,320,75,100,20,0
5576,45-0,320,75,100,20,1
5577,45-0,320,75,100,30,0
5578,45-0,320,75,100,30,1
5579,45-0,320,75,100,50,0
