Idx_Sample,(W/C) [Water/Cement ratio]	,[CEM]Cement content	,[F/C] Factor Fine/Coarse (*),Fine Rec Agg % (**)	,Coarse Rec Agg % (***),RAg.T [Recycled Aggregates Types] (****)
9636,55-0,240,1,30,20,1
9637,55-0,240,1,30,30,0
9638,55-0,240,1,30,30,1
9639,55-0,240,1,30,50,0
9640,55-0,240,1,30,50,1
9641,55-0,240,1,30,70,0
9642,55-0,240,1,30,70,1
9643,55-0,240,1,30,80,0
9644,55-0,240,1,30,80,1
9645,55-0,240,1,30,100,0
9646,55-0,240,1,30,100,1
9647,55-0,240,1,50,0,0
9648,55-0,240,1,50,0,1
9649,55-0,240,1,50,20,0
9650,55-0,240,1,50,20,1
9651,55-0,240,1,50,30,0
9652,55-0,240,1,50,30,1
9653,55-0,240,1,50,50,0
9654,55-0,240,1,50,50,1
9655,55-0,240,1,50,70,0
9656,55-0,240,1,50,70,1
9657,55-0,240,1,50,80,0
9658,55-0,240,1,50,80,1
9659,55-0,240,1,50,100,0
9660,55-0,240,1,50,100,1
9661,55-0,240,1,70,0,0
9662,55-0,240,1,70,0,1
9663,55-0,240,1,70,20,0
9664,55-0,240,1,70,20,1
9665,55-0,240,1,70,30,0
9666,55-0,240,1,70,30,1
9667,55-0,240,1,70,50,0
9668,55-0,240,1,70,50,1
9669,55-0,240,1,70,70,0
9670,55-0,240,1,70,70,1
9671,55-0,240,1,70,80,0
9672,55-0,240,1,70,80,1
9673,55-0,240,1,70,100,0
9674,55-0,240,1,70,100,1
9675,55-0,240,1,80,0,0
9676,55-0,240,1,80,0,1
9677,55-0,240,1,80,20,0
9678,55-0,240,1,80,20,1
9679,55-0,240,1,80,30,0
9680,55-0,240,1,80,30,1
9681,55-0,240,1,80,50,0
9682,55-0,240,1,80,50,1
9683,55-0,240,1,80,70,0
9684,55-0,240,1,80,70,1
9685,55-0,240,1,80,80,0
9686,55-0,240,1,80,80,1
9687,55-0,240,1,80,100,0
9688,55-0,240,1,80,100,1
9689,55-0,240,1,100,0,0
9690,55-0,240,1,100,0,1
9691,55-0,240,1,100,20,0
9692,55-0,240,1,100,20,1
9693,55-0,240,1,100,30,0
9694,55-0,240,1,100,30,1
9695,55-0,240,1,100,50,0
9696,55-0,240,1,100,50,1
9697,55-0,240,1,100,70,0
9698,55-0,240,1,100,70,1
9699,55-0,240,1,100,80,0
9700,55-0,240,1,100,80,1
9701,55-0,240,1,100,100,0
9702,55-0,240,1,100,100,1
9703,55-0,240,5,0,0,0
9704,55-0,240,5,0,0,1
9705,55-0,240,5,0,20,0
9706,55-0,240,5,0,20,1
9707,55-0,240,5,0,30,0
9708,55-0,240,5,0,30,1
9709,55-0,240,5,0,50,0
9710,55-0,240,5,0,50,1
9711,55-0,240,5,0,70,0
9712,55-0,240,5,0,70,1
9713,55-0,240,5,0,80,0
9714,55-0,240,5,0,80,1
9715,55-0,240,5,0,100,0
9716,55-0,240,5,0,100,1
9717,55-0,240,5,20,0,0
9718,55-0,240,5,20,0,1
9719,55-0,240,5,20,20,0
9720,55-0,240,5,20,20,1
9721,55-0,240,5,20,30,0
9722,55-0,240,5,20,30,1
9723,55-0,240,5,20,50,0
9724,55-0,240,5,20,50,1
9725,55-0,240,5,20,70,0
9726,55-0,240,5,20,70,1
9727,55-0,240,5,20,80,0
9728,55-0,240,5,20,80,1
9729,55-0,240,5,20,100,0
9730,55-0,240,5,20,100,1
9731,55-0,240,5,30,0,0
9732,55-0,240,5,30,0,1
9733,55-0,240,5,30,20,0
9734,55-0,240,5,30,20,1
9735,55-0,240,5,30,30,0
9736,55-0,240,5,30,30,1
9737,55-0,240,5,30,50,0
9738,55-0,240,5,30,50,1
9739,55-0,240,5,30,70,0
9740,55-0,240,5,30,70,1
9741,55-0,240,5,30,80,0
9742,55-0,240,5,30,80,1
9743,55-0,240,5,30,100,0
9744,55-0,240,5,30,100,1
9745,55-0,240,5,50,0,0
9746,55-0,240,5,50,0,1
9747,55-0,240,5,50,20,0
9748,55-0,240,5,50,20,1
9749,55-0,240,5,50,30,0
9750,55-0,240,5,50,30,1
9751,55-0,240,5,50,50,0
9752,55-0,240,5,50,50,1
9753,55-0,240,5,50,70,0
9754,55-0,240,5,50,70,1
9755,55-0,240,5,50,80,0
9756,55-0,240,5,50,80,1
9757,55-0,240,5,50,100,0
9758,55-0,240,5,50,100,1
9759,55-0,240,5,70,0,0
9760,55-0,240,5,70,0,1
9761,55-0,240,5,70,20,0
9762,55-0,240,5,70,20,1
9763,55-0,240,5,70,30,0
9764,55-0,240,5,70,30,1
9765,55-0,240,5,70,50,0
9766,55-0,240,5,70,50,1
9767,55-0,240,5,70,70,0
9768,55-0,240,5,70,70,1
9769,55-0,240,5,70,80,0
9770,55-0,240,5,70,80,1
9771,55-0,240,5,70,100,0
9772,55-0,240,5,70,100,1
9773,55-0,240,5,80,0,0
9774,55-0,240,5,80,0,1
9775,55-0,240,5,80,20,0
9776,55-0,240,5,80,20,1
9777,55-0,240,5,80,30,0
9778,55-0,240,5,80,30,1
9779,55-0,240,5,80,50,0
9780,55-0,240,5,80,50,1
9781,55-0,240,5,80,70,0
9782,55-0,240,5,80,70,1
9783,55-0,240,5,80,80,0
9784,55-0,240,5,80,80,1
9785,55-0,240,5,80,100,0
9786,55-0,240,5,80,100,1
9787,55-0,240,5,100,0,0
9788,55-0,240,5,100,0,1
9789,55-0,240,5,100,20,0
9790,55-0,240,5,100,20,1
9791,55-0,240,5,100,30,0
9792,55-0,240,5,100,30,1
9793,55-0,240,5,100,50,0
9794,55-0,240,5,100,50,1
9795,55-0,240,5,100,70,0
9796,55-0,240,5,100,70,1
9797,55-0,240,5,100,80,0
9798,55-0,240,5,100,80,1
9799,55-0,240,5,100,100,0
9800,55-0,240,5,100,100,1
9801,55-0,260,0,0,0,0
9802,55-0,260,0,0,0,1
9803,55-0,260,0,0,20,0
9804,55-0,260,0,0,20,1
9805,55-0,260,0,0,30,0
9806,55-0,260,0,0,30,1
9807,55-0,260,0,0,50,0
9808,55-0,260,0,0,50,1
9809,55-0,260,0,0,70,0
9810,55-0,260,0,0,70,1
9811,55-0,260,0,0,80,0
9812,55-0,260,0,0,80,1
9813,55-0,260,0,0,100,0
9814,55-0,260,0,0,100,1
9815,55-0,260,0,20,0,0
9816,55-0,260,0,20,0,1
9817,55-0,260,0,20,20,0
9818,55-0,260,0,20,20,1
9819,55-0,260,0,20,30,0
9820,55-0,260,0,20,30,1
9821,55-0,260,0,20,50,0
9822,55-0,260,0,20,50,1
9823,55-0,260,0,20,70,0
9824,55-0,260,0,20,70,1
9825,55-0,260,0,20,80,0
9826,55-0,260,0,20,80,1
9827,55-0,260,0,20,100,0
9828,55-0,260,0,20,100,1
9829,55-0,260,0,30,0,0
9830,55-0,260,0,30,0,1
9831,55-0,260,0,30,20,0
9832,55-0,260,0,30,20,1
9833,55-0,260,0,30,30,0
9834,55-0,260,0,30,30,1
9835,55-0,260,0,30,50,0
9836,55-0,260,0,30,50,1
9837,55-0,260,0,30,70,0
9838,55-0,260,0,30,70,1
9839,55-0,260,0,30,80,0
9840,55-0,260,0,30,80,1
9841,55-0,260,0,30,100,0
9842,55-0,260,0,30,100,1
9843,55-0,260,0,50,0,0
9844,55-0,260,0,50,0,1
9845,55-0,260,0,50,20,0
9846,55-0,260,0,50,20,1
9847,55-0,260,0,50,30,0
9848,55-0,260,0,50,30,1
9849,55-0,260,0,50,50,0
9850,55-0,260,0,50,50,1
9851,55-0,260,0,50,70,0
9852,55-0,260,0,50,70,1
9853,55-0,260,0,50,80,0
9854,55-0,260,0,50,80,1
9855,55-0,260,0,50,100,0
9856,55-0,260,0,50,100,1
9857,55-0,260,0,70,0,0
9858,55-0,260,0,70,0,1
9859,55-0,260,0,70,20,0
9860,55-0,260,0,70,20,1
9861,55-0,260,0,70,30,0
9862,55-0,260,0,70,30,1
9863,55-0,260,0,70,50,0
9864,55-0,260,0,70,50,1
9865,55-0,260,0,70,70,0
9866,55-0,260,0,70,70,1
9867,55-0,260,0,70,80,0
9868,55-0,260,0,70,80,1
9869,55-0,260,0,70,100,0
9870,55-0,260,0,70,100,1
9871,55-0,260,0,80,0,0
9872,55-0,260,0,80,0,1
9873,55-0,260,0,80,20,0
9874,55-0,260,0,80,20,1
9875,55-0,260,0,80,30,0
9876,55-0,260,0,80,30,1
9877,55-0,260,0,80,50,0
9878,55-0,260,0,80,50,1
9879,55-0,260,0,80,70,0
9880,55-0,260,0,80,70,1
9881,55-0,260,0,80,80,0
9882,55-0,260,0,80,80,1
9883,55-0,260,0,80,100,0
9884,55-0,260,0,80,100,1
9885,55-0,260,0,100,0,0
9886,55-0,260,0,100,0,1
9887,55-0,260,0,100,20,0
9888,55-0,260,0,100,20,1
9889,55-0,260,0,100,30,0
9890,55-0,260,0,100,30,1
9891,55-0,260,0,100,50,0
9892,55-0,260,0,100,50,1
9893,55-0,260,0,100,70,0
9894,55-0,260,0,100,70,1
9895,55-0,260,0,100,80,0
9896,55-0,260,0,100,80,1
9897,55-0,260,0,100,100,0
9898,55-0,260,0,100,100,1
9899,55-0,260,75,0,0,0
9900,55-0,260,75,0,0,1
9901,55-0,260,75,0,20,0
9902,55-0,260,75,0,20,1
9903,55-0,260,75,0,30,0
9904,55-0,260,75,0,30,1
9905,55-0,260,75,0,50,0
9906,55-0,260,75,0,50,1
9907,55-0,260,75,0,70,0
9908,55-0,260,75,0,70,1
9909,55-0,260,75,0,80,0
9910,55-0,260,75,0,80,1
9911,55-0,260,75,0,100,0
9912,55-0,260,75,0,100,1
9913,55-0,260,75,20,0,0
9914,55-0,260,75,20,0,1
9915,55-0,260,75,20,20,0
9916,55-0,260,75,20,20,1
9917,55-0,260,75,20,30,0
9918,55-0,260,75,20,30,1
9919,55-0,260,75,20,50,0
9920,55-0,260,75,20,50,1
9921,55-0,260,75,20,70,0
9922,55-0,260,75,20,70,1
9923,55-0,260,75,20,80,0
9924,55-0,260,75,20,80,1
9925,55-0,260,75,20,100,0
9926,55-0,260,75,20,100,1
9927,55-0,260,75,30,0,0
9928,55-0,260,75,30,0,1
9929,55-0,260,75,30,20,0
9930,55-0,260,75,30,20,1
9931,55-0,260,75,30,30,0
9932,55-0,260,75,30,30,1
9933,55-0,260,75,30,50,0
9934,55-0,260,75,30,50,1
9935,55-0,260,75,30,70,0
9936,55-0,260,75,30,70,1
9937,55-0,260,75,30,80,0
9938,55-0,260,75,30,80,1
9939,55-0,260,75,30,100,0
9940,55-0,260,75,30,100,1
9941,55-0,260,75,50,0,0
9942,55-0,260,75,50,0,1
9943,55-0,260,75,50,20,0
9944,55-0,260,75,50,20,1
9945,55-0,260,75,50,30,0
9946,55-0,260,75,50,30,1
9947,55-0,260,75,50,50,0
9948,55-0,260,75,50,50,1
9949,55-0,260,75,50,70,0
9950,55-0,260,75,50,70,1
9951,55-0,260,75,50,80,0
9952,55-0,260,75,50,80,1
9953,55-0,260,75,50,100,0
9954,55-0,260,75,50,100,1
9955,55-0,260,75,70,0,0
9956,55-0,260,75,70,0,1
9957,55-0,260,75,70,20,0
9958,55-0,260,75,70,20,1
9959,55-0,260,75,70,30,0
9960,55-0,260,75,70,30,1
9961,55-0,260,75,70,50,0
9962,55-0,260,75,70,50,1
9963,55-0,260,75,70,70,0
9964,55-0,260,75,70,70,1
9965,55-0,260,75,70,80,0
9966,55-0,260,75,70,80,1
9967,55-0,260,75,70,100,0
9968,55-0,260,75,70,100,1
9969,55-0,260,75,80,0,0
9970,55-0,260,75,80,0,1
9971,55-0,260,75,80,20,0
9972,55-0,260,75,80,20,1
9973,55-0,260,75,80,30,0
9974,55-0,260,75,80,30,1
9975,55-0,260,75,80,50,0
9976,55-0,260,75,80,50,1
9977,55-0,260,75,80,70,0
9978,55-0,260,75,80,70,1
9979,55-0,260,75,80,80,0
9980,55-0,260,75,80,80,1
9981,55-0,260,75,80,100,0
9982,55-0,260,75,80,100,1
9983,55-0,260,75,100,0,0
9984,55-0,260,75,100,0,1
9985,55-0,260,75,100,20,0
9986,55-0,260,75,100,20,1
9987,55-0,260,75,100,30,0
9988,55-0,260,75,100,30,1
9989,55-0,260,75,100,50,0
9990,55-0,260,75,100,50,1
9991,55-0,260,75,100,70,0
9992,55-0,260,75,100,70,1
9993,55-0,260,75,100,80,0
9994,55-0,260,75,100,80,1
9995,55-0,260,75,100,100,0
9996,55-0,260,75,100,100,1
9997,55-0,260,1,0,0,0
9998,55-0,260,1,0,0,1
9999,55-0,260,1,0,20,0
10000,55-0,260,1,0,20,1
10001,55-0,260,1,0,30,0
10002,55-0,260,1,0,30,1
10003,55-0,260,1,0,50,0
10004,55-0,260,1,0,50,1
10005,55-0,260,1,0,70,0
10006,55-0,260,1,0,70,1
10007,55-0,260,1,0,80,0
10008,55-0,260,1,0,80,1
10009,55-0,260,1,0,100,0
10010,55-0,260,1,0,100,1
10011,55-0,260,1,20,0,0
10012,55-0,260,1,20,0,1
10013,55-0,260,1,20,20,0
10014,55-0,260,1,20,20,1
10015,55-0,260,1,20,30,0
10016,55-0,260,1,20,30,1
10017,55-0,260,1,20,50,0
10018,55-0,260,1,20,50,1
10019,55-0,260,1,20,70,0
10020,55-0,260,1,20,70,1
10021,55-0,260,1,20,80,0
10022,55-0,260,1,20,80,1
10023,55-0,260,1,20,100,0
10024,55-0,260,1,20,100,1
10025,55-0,260,1,30,0,0
10026,55-0,260,1,30,0,1
10027,55-0,260,1,30,20,0
10028,55-0,260,1,30,20,1
10029,55-0,260,1,30,30,0
10030,55-0,260,1,30,30,1
10031,55-0,260,1,30,50,0
10032,55-0,260,1,30,50,1
10033,55-0,260,1,30,70,0
10034,55-0,260,1,30,70,1
10035,55-0,260,1,30,80,0
10036,55-0,260,1,30,80,1
10037,55-0,260,1,30,100,0
10038,55-0,260,1,30,100,1
10039,55-0,260,1,50,0,0
10040,55-0,260,1,50,0,1
10041,55-0,260,1,50,20,0
10042,55-0,260,1,50,20,1
10043,55-0,260,1,50,30,0
10044,55-0,260,1,50,30,1
10045,55-0,260,1,50,50,0
10046,55-0,260,1,50,50,1
10047,55-0,260,1,50,70,0
10048,55-0,260,1,50,70,1
10049,55-0,260,1,50,80,0
10050,55-0,260,1,50,80,1
10051,55-0,260,1,50,100,0
10052,55-0,260,1,50,100,1
10053,55-0,260,1,70,0,0
10054,55-0,260,1,70,0,1
10055,55-0,260,1,70,20,0
10056,55-0,260,1,70,20,1
10057,55-0,260,1,70,30,0
10058,55-0,260,1,70,30,1
10059,55-0,260,1,70,50,0
10060,55-0,260,1,70,50,1
10061,55-0,260,1,70,70,0
10062,55-0,260,1,70,70,1
10063,55-0,260,1,70,80,0
10064,55-0,260,1,70,80,1
10065,55-0,260,1,70,100,0
10066,55-0,260,1,70,100,1
10067,55-0,260,1,80,0,0
10068,55-0,260,1,80,0,1
10069,55-0,260,1,80,20,0
10070,55-0,260,1,80,20,1
10071,55-0,260,1,80,30,0
10072,55-0,260,1,80,30,1
10073,55-0,260,1,80,50,0
10074,55-0,260,1,80,50,1
10075,55-0,260,1,80,70,0
10076,55-0,260,1,80,70,1
10077,55-0,260,1,80,80,0
10078,55-0,260,1,80,80,1
10079,55-0,260,1,80,100,0
10080,55-0,260,1,80,100,1
10081,55-0,260,1,100,0,0
10082,55-0,260,1,100,0,1
10083,55-0,260,1,100,20,0
10084,55-0,260,1,100,20,1
10085,55-0,260,1,100,30,0
10086,55-0,260,1,100,30,1
10087,55-0,260,1,100,50,0
10088,55-0,260,1,100,50,1
10089,55-0,260,1,100,70,0
10090,55-0,260,1,100,70,1
10091,55-0,260,1,100,80,0
10092,55-0,260,1,100,80,1
10093,55-0,260,1,100,100,0
10094,55-0,260,1,100,100,1
10095,55-0,260,1,0,0,0
10096,55-0,260,1,0,0,1
10097,55-0,260,1,0,20,0
10098,55-0,260,1,0,20,1
10099,55-0,260,1,0,30,0
10100,55-0,260,1,0,30,1
10101,55-0,260,1,0,50,0
10102,55-0,260,1,0,50,1
10103,55-0,260,1,0,70,0
10104,55-0,260,1,0,70,1
10105,55-0,260,1,0,80,0
10106,55-0,260,1,0,80,1
10107,55-0,260,1,0,100,0
10108,55-0,260,1,0,100,1
10109,55-0,260,1,20,0,0
10110,55-0,260,1,20,0,1
10111,55-0,260,1,20,20,0
10112,55-0,260,1,20,20,1
10113,55-0,260,1,20,30,0
10114,55-0,260,1,20,30,1
10115,55-0,260,1,20,50,0
10116,55-0,260,1,20,50,1
10117,55-0,260,1,20,70,0
10118,55-0,260,1,20,70,1
10119,55-0,260,1,20,80,0
10120,55-0,260,1,20,80,1
10121,55-0,260,1,20,100,0
10122,55-0,260,1,20,100,1
10123,55-0,260,1,30,0,0
10124,55-0,260,1,30,0,1
10125,55-0,260,1,30,20,0
10126,55-0,260,1,30,20,1
10127,55-0,260,1,30,30,0
10128,55-0,260,1,30,30,1
10129,55-0,260,1,30,50,0
10130,55-0,260,1,30,50,1
10131,55-0,260,1,30,70,0
10132,55-0,260,1,30,70,1
10133,55-0,260,1,30,80,0
10134,55-0,260,1,30,80,1
10135,55-0,260,1,30,100,0
10136,55-0,260,1,30,100,1
10137,55-0,260,1,50,0,0
10138,55-0,260,1,50,0,1
10139,55-0,260,1,50,20,0
10140,55-0,260,1,50,20,1
10141,55-0,260,1,50,30,0
10142,55-0,260,1,50,30,1
10143,55-0,260,1,50,50,0
10144,55-0,260,1,50,50,1
10145,55-0,260,1,50,70,0
10146,55-0,260,1,50,70,1
10147,55-0,260,1,50,80,0
10148,55-0,260,1,50,80,1
10149,55-0,260,1,50,100,0
10150,55-0,260,1,50,100,1
10151,55-0,260,1,70,0,0
10152,55-0,260,1,70,0,1
10153,55-0,260,1,70,20,0
10154,55-0,260,1,70,20,1
10155,55-0,260,1,70,30,0
10156,55-0,260,1,70,30,1
10157,55-0,260,1,70,50,0
10158,55-0,260,1,70,50,1
10159,55-0,260,1,70,70,0
10160,55-0,260,1,70,70,1
10161,55-0,260,1,70,80,0
10162,55-0,260,1,70,80,1
10163,55-0,260,1,70,100,0
10164,55-0,260,1,70,100,1
10165,55-0,260,1,80,0,0
10166,55-0,260,1,80,0,1
10167,55-0,260,1,80,20,0
10168,55-0,260,1,80,20,1
10169,55-0,260,1,80,30,0
10170,55-0,260,1,80,30,1
10171,55-0,260,1,80,50,0
10172,55-0,260,1,80,50,1
10173,55-0,260,1,80,70,0
10174,55-0,260,1,80,70,1
10175,55-0,260,1,80,80,0
10176,55-0,260,1,80,80,1
10177,55-0,260,1,80,100,0
10178,55-0,260,1,80,100,1
10179,55-0,260,1,100,0,0
10180,55-0,260,1,100,0,1
10181,55-0,260,1,100,20,0
10182,55-0,260,1,100,20,1
10183,55-0,260,1,100,30,0
10184,55-0,260,1,100,30,1
10185,55-0,260,1,100,50,0
10186,55-0,260,1,100,50,1
10187,55-0,260,1,100,70,0
10188,55-0,260,1,100,70,1
10189,55-0,260,1,100,80,0
10190,55-0,260,1,100,80,1
10191,55-0,260,1,100,100,0
10192,55-0,260,1,100,100,1
10193,55-0,260,5,0,0,0
10194,55-0,260,5,0,0,1
10195,55-0,260,5,0,20,0
10196,55-0,260,5,0,20,1
10197,55-0,260,5,0,30,0
10198,55-0,260,5,0,30,1
10199,55-0,260,5,0,50,0
10200,55-0,260,5,0,50,1
10201,55-0,260,5,0,70,0
10202,55-0,260,5,0,70,1
10203,55-0,260,5,0,80,0
10204,55-0,260,5,0,80,1
10205,55-0,260,5,0,100,0
10206,55-0,260,5,0,100,1
10207,55-0,260,5,20,0,0
10208,55-0,260,5,20,0,1
10209,55-0,260,5,20,20,0
10210,55-0,260,5,20,20,1
10211,55-0,260,5,20,30,0
10212,55-0,260,5,20,30,1
10213,55-0,260,5,20,50,0
10214,55-0,260,5,20,50,1
10215,55-0,260,5,20,70,0
10216,55-0,260,5,20,70,1
10217,55-0,260,5,20,80,0
10218,55-0,260,5,20,80,1
10219,55-0,260,5,20,100,0
10220,55-0,260,5,20,100,1
10221,55-0,260,5,30,0,0
10222,55-0,260,5,30,0,1
10223,55-0,260,5,30,20,0
10224,55-0,260,5,30,20,1
10225,55-0,260,5,30,30,0
10226,55-0,260,5,30,30,1
10227,55-0,260,5,30,50,0
10228,55-0,260,5,30,50,1
10229,55-0,260,5,30,70,0
10230,55-0,260,5,30,70,1
10231,55-0,260,5,30,80,0
10232,55-0,260,5,30,80,1
10233,55-0,260,5,30,100,0
10234,55-0,260,5,30,100,1
10235,55-0,260,5,50,0,0
10236,55-0,260,5,50,0,1
10237,55-0,260,5,50,20,0
10238,55-0,260,5,50,20,1
10239,55-0,260,5,50,30,0
10240,55-0,260,5,50,30,1
10241,55-0,260,5,50,50,0
10242,55-0,260,5,50,50,1
10243,55-0,260,5,50,70,0
10244,55-0,260,5,50,70,1
10245,55-0,260,5,50,80,0
10246,55-0,260,5,50,80,1
10247,55-0,260,5,50,100,0
10248,55-0,260,5,50,100,1
10249,55-0,260,5,70,0,0
10250,55-0,260,5,70,0,1
10251,55-0,260,5,70,20,0
10252,55-0,260,5,70,20,1
10253,55-0,260,5,70,30,0
10254,55-0,260,5,70,30,1
10255,55-0,260,5,70,50,0
10256,55-0,260,5,70,50,1
10257,55-0,260,5,70,70,0
10258,55-0,260,5,70,70,1
10259,55-0,260,5,70,80,0
10260,55-0,260,5,70,80,1
10261,55-0,260,5,70,100,0
10262,55-0,260,5,70,100,1
10263,55-0,260,5,80,0,0
10264,55-0,260,5,80,0,1
10265,55-0,260,5,80,20,0
10266,55-0,260,5,80,20,1
10267,55-0,260,5,80,30,0
10268,55-0,260,5,80,30,1
10269,55-0,260,5,80,50,0
10270,55-0,260,5,80,50,1
10271,55-0,260,5,80,70,0
10272,55-0,260,5,80,70,1
10273,55-0,260,5,80,80,0
10274,55-0,260,5,80,80,1
10275,55-0,260,5,80,100,0
10276,55-0,260,5,80,100,1
10277,55-0,260,5,100,0,0
10278,55-0,260,5,100,0,1
10279,55-0,260,5,100,20,0
10280,55-0,260,5,100,20,1
10281,55-0,260,5,100,30,0
10282,55-0,260,5,100,30,1
10283,55-0,260,5,100,50,0
10284,55-0,260,5,100,50,1
10285,55-0,260,5,100,70,0
10286,55-0,260,5,100,70,1
10287,55-0,260,5,100,80,0
10288,55-0,260,5,100,80,1
10289,55-0,260,5,100,100,0
10290,55-0,260,5,100,100,1
10291,55-0,280,0,0,0,0
10292,55-0,280,0,0,0,1
10293,55-0,280,0,0,20,0
10294,55-0,280,0,0,20,1
10295,55-0,280,0,0,30,0
10296,55-0,280,0,0,30,1
10297,55-0,280,0,0,50,0
10298,55-0,280,0,0,50,1
10299,55-0,280,0,0,70,0
10300,55-0,280,0,0,70,1
10301,55-0,280,0,0,80,0
10302,55-0,280,0,0,80,1
10303,55-0,280,0,0,100,0
10304,55-0,280,0,0,100,1
10305,55-0,280,0,20,0,0
10306,55-0,280,0,20,0,1
10307,55-0,280,0,20,20,0
10308,55-0,280,0,20,20,1
10309,55-0,280,0,20,30,0
10310,55-0,280,0,20,30,1
10311,55-0,280,0,20,50,0
10312,55-0,280,0,20,50,1
10313,55-0,280,0,20,70,0
10314,55-0,280,0,20,70,1
10315,55-0,280,0,20,80,0
10316,55-0,280,0,20,80,1
10317,55-0,280,0,20,100,0
10318,55-0,280,0,20,100,1
10319,55-0,280,0,30,0,0
10320,55-0,280,0,30,0,1
10321,55-0,280,0,30,20,0
10322,55-0,280,0,30,20,1
10323,55-0,280,0,30,30,0
10324,55-0,280,0,30,30,1
10325,55-0,280,0,30,50,0
10326,55-0,280,0,30,50,1
10327,55-0,280,0,30,70,0
10328,55-0,280,0,30,70,1
10329,55-0,280,0,30,80,0
10330,55-0,280,0,30,80,1
10331,55-0,280,0,30,100,0
10332,55-0,280,0,30,100,1
10333,55-0,280,0,50,0,0
10334,55-0,280,0,50,0,1
10335,55-0,280,0,50,20,0
10336,55-0,280,0,50,20,1
10337,55-0,280,0,50,30,0
10338,55-0,280,0,50,30,1
10339,55-0,280,0,50,50,0
10340,55-0,280,0,50,50,1
10341,55-0,280,0,50,70,0
10342,55-0,280,0,50,70,1
10343,55-0,280,0,50,80,0
10344,55-0,280,0,50,80,1
10345,55-0,280,0,50,100,0
10346,55-0,280,0,50,100,1
10347,55-0,280,0,70,0,0
10348,55-0,280,0,70,0,1
10349,55-0,280,0,70,20,0
10350,55-0,280,0,70,20,1
10351,55-0,280,0,70,30,0
10352,55-0,280,0,70,30,1
10353,55-0,280,0,70,50,0
10354,55-0,280,0,70,50,1
10355,55-0,280,0,70,70,0
10356,55-0,280,0,70,70,1
10357,55-0,280,0,70,80,0
10358,55-0,280,0,70,80,1
10359,55-0,280,0,70,100,0
10360,55-0,280,0,70,100,1
10361,55-0,280,0,80,0,0
10362,55-0,280,0,80,0,1
10363,55-0,280,0,80,20,0
10364,55-0,280,0,80,20,1
10365,55-0,280,0,80,30,0
10366,55-0,280,0,80,30,1
10367,55-0,280,0,80,50,0
10368,55-0,280,0,80,50,1
10369,55-0,280,0,80,70,0
10370,55-0,280,0,80,70,1
10371,55-0,280,0,80,80,0
10372,55-0,280,0,80,80,1
10373,55-0,280,0,80,100,0
10374,55-0,280,0,80,100,1
10375,55-0,280,0,100,0,0
10376,55-0,280,0,100,0,1
10377,55-0,280,0,100,20,0
10378,55-0,280,0,100,20,1
10379,55-0,280,0,100,30,0
10380,55-0,280,0,100,30,1
10381,55-0,280,0,100,50,0
10382,55-0,280,0,100,50,1
10383,55-0,280,0,100,70,0
10384,55-0,280,0,100,70,1
10385,55-0,280,0,100,80,0
10386,55-0,280,0,100,80,1
10387,55-0,280,0,100,100,0
10388,55-0,280,0,100,100,1
10389,55-0,280,75,0,0,0
10390,55-0,280,75,0,0,1
10391,55-0,280,75,0,20,0
10392,55-0,280,75,0,20,1
10393,55-0,280,75,0,30,0
10394,55-0,280,75,0,30,1
10395,55-0,280,75,0,50,0
10396,55-0,280,75,0,50,1
10397,55-0,280,75,0,70,0
10398,55-0,280,75,0,70,1
10399,55-0,280,75,0,80,0
10400,55-0,280,75,0,80,1
10401,55-0,280,75,0,100,0
10402,55-0,280,75,0,100,1
10403,55-0,280,75,20,0,0
10404,55-0,280,75,20,0,1
10405,55-0,280,75,20,20,0
10406,55-0,280,75,20,20,1
10407,55-0,280,75,20,30,0
10408,55-0,280,75,20,30,1
10409,55-0,280,75,20,50,0
10410,55-0,280,75,20,50,1
10411,55-0,280,75,20,70,0
10412,55-0,280,75,20,70,1
10413,55-0,280,75,20,80,0
10414,55-0,280,75,20,80,1
10415,55-0,280,75,20,100,0
10416,55-0,280,75,20,100,1
10417,55-0,280,75,30,0,0
10418,55-0,280,75,30,0,1
10419,55-0,280,75,30,20,0
10420,55-0,280,75,30,20,1
10421,55-0,280,75,30,30,0
10422,55-0,280,75,30,30,1
10423,55-0,280,75,30,50,0
10424,55-0,280,75,30,50,1
10425,55-0,280,75,30,70,0
10426,55-0,280,75,30,70,1
10427,55-0,280,75,30,80,0
10428,55-0,280,75,30,80,1
10429,55-0,280,75,30,100,0
10430,55-0,280,75,30,100,1
10431,55-0,280,75,50,0,0
10432,55-0,280,75,50,0,1
10433,55-0,280,75,50,20,0
10434,55-0,280,75,50,20,1
10435,55-0,280,75,50,30,0
10436,55-0,280,75,50,30,1
10437,55-0,280,75,50,50,0
10438,55-0,280,75,50,50,1
10439,55-0,280,75,50,70,0
10440,55-0,280,75,50,70,1
10441,55-0,280,75,50,80,0
10442,55-0,280,75,50,80,1
10443,55-0,280,75,50,100,0
10444,55-0,280,75,50,100,1
10445,55-0,280,75,70,0,0
10446,55-0,280,75,70,0,1
10447,55-0,280,75,70,20,0
10448,55-0,280,75,70,20,1
10449,55-0,280,75,70,30,0
10450,55-0,280,75,70,30,1
10451,55-0,280,75,70,50,0
10452,55-0,280,75,70,50,1
